,User ID,City,User Longitude,User Latitude,Resturant Name,Resturant Longitude,Resturant Latitude,Categories,Special Diets,Review Score,Comments
212,31,Jeddah,39.34645897685501,21.086303103963463,Al Baik,39.15947334456595,21.595630718372867,"Fast Food,",Non,4.5,The drinks are delicious.
213,213,Eastern Province,53.95896547858958,21.14870650477292,Manoosha Alreef,50.118294522924984,26.445349771191502,"Lebanese, Fast Food, Mediterranean, Middle Eastern","Vegetarian Friendly, Vegan Options",4.4,Which are small and not worth the price.
214,220,Riyadh,46.63558868109247,24.739906712240582,Maestro Pizza,46.6187232397638,24.746505346219237,"Italian, Pizza, Fast Food","Vegetarian Friendly, Vegan Options",4.3,the food is rich so order accordingly
215,282,Eastern Province,52.34141477629522,26.081988938652877,Steak House,49.569183240425424,27.129411976298083,"American, Steakhouse, Grill","Vegetarian Friendly, Gluten Free Options",4.4,"The shower area is outside so you can only rinse, not take a full shower, unless you don't mind being nude for everyone to see"
216,437,Jeddah,39.136561216294986,21.137615136803003,Wakame,39.12781682665467,21.577142949028246,"Japanese, Seafood, Sushi, Asian","Vegetarian Friendly, Vegan Options",3.9,The service was a bit lacking
217,259,Riyadh,46.74371912426299,24.522040088131515,La Brasserie,46.68410514351399,24.690431294537472,"French, International","Vegetarian Friendly, Vegan Options",3.6,"Lobster Bisque, Bussell Sprouts, Risotto, Filet ALL needed salt and pepper..and of course there is none at the tables"
218,268,Riyadh,46.751079305496795,24.89803567692509,Lotus,46.72754599759453,24.78465287072049,"Chinese, Japanese, Asian, Thai, Sushi","Vegetarian Friendly, Vegan Options",4.0,Hopefully this bodes for them going out of business and someone who can cook can come in
219,116,Riyadh,46.8588979384671,24.973765195456355,Maestro Pizza,46.6187232397638,24.746505346219237,"Italian, Pizza, Fast Food","Vegetarian Friendly, Vegan Options",1.4,"It was either too cold, not enough flavor or just bad"
220,155,Jeddah,39.35206240877817,21.425060259439608,Aromi,39.10926895759512,21.603595561556073,"Italian, Mediterranean, European","Vegetarian Friendly, Vegan Options, Gluten Free Options",3.8,I loved the bacon wrapped dates
221,77,Jeddah,39.21281699090655,21.76641745743544,Wakame,39.12781682665467,21.577142949028246,"Japanese, Seafood, Sushi, Asian","Vegetarian Friendly, Vegan Options",2.9,This is an unbelievable BARGAIN
222,193,Jeddah,39.1890720205495,21.24734104158609,Byblos Restaurant,39.12999500974883,21.572715888585268,"Lebanese, Mediterranean, Middle Eastern","Vegetarian Friendly, Vegan Options, Gluten Free Options",4.5,The folks at Otto always make us feel so welcome and special
223,198,Eastern Province,52.79915835975714,24.607992215250132,Queen Of India,50.17982930366816,26.328297884880513,Indian,"Vegetarian Friendly, Vegan Options, Gluten Free Options",1.4,"As for the ""mains,"" also uninspired"
224,342,Eastern Province,47.927684640579514,26.123490621395035,Queen Of India,50.17982930366816,26.328297884880513,Indian,"Vegetarian Friendly, Vegan Options, Gluten Free Options",4.0,This is the place where I first had pho and it was amazing!!
225,151,Eastern Province,49.76867383171635,20.317751369917275,Tandoori House,50.12976373287017,26.30379011242535,Indian,Non,3.9,This wonderful experience made this place a must-stop whenever we are in town again
226,288,Riyadh,46.948006692249585,24.91703979360416,Maestro Pizza,46.6187232397638,24.746505346219237,"Italian, Pizza, Fast Food","Vegetarian Friendly, Vegan Options",1.8,"If the food isn't bad enough for you, then enjoy dealing with the world's worst/annoying drunk people"
227,385,Eastern Province,55.360627519669976,23.485882788318282,Abu Nawas,50.08247644166936,26.439792133584874,"Lebanese, Mediterranean, Middle Eastern",Vegetarian Friendly,3.6,Very very fun chef
228,483,Jeddah,39.34516713618015,21.31833863021138,Ginger Leaf,39.10931546434358,21.6045682395325,"Indian, Asian","Vegetarian Friendly, Vegan Options, Gluten Free Options",2.2,"Ordered a double cheeseburger & got a single patty that was falling apart (picture uploaded) Yeah, still sucks"
229,11,Riyadh,46.80453856751592,24.96423065468816,Cafe Bateel,46.6293846412173,24.756378717673098,"Cafe, Healthy, Middle Eastern","Vegetarian Friendly, Vegan Options, Gluten Free Options",4.4,Great place to have a couple drinks and watch any and all sporting events as the walls are covered with TV's
230,418,Jeddah,39.23216399199246,21.52868800108091,Ginger Leaf,39.10931546434358,21.6045682395325,"Indian, Asian","Vegetarian Friendly, Vegan Options, Gluten Free Options",4.1,"If it were possible to give them zero stars, they'd have it"
231,293,Riyadh,46.97033784242479,24.924685130134968,Lusin,46.68345090704749,24.697820747470395,"Mediterranean, Middle Eastern, Armenian","Vegetarian Friendly, Vegan Options, Gluten Free Options",4.1,"The descriptions said ""yum yum sauce"" and another said ""eel sauce"", yet another said ""spicy mayo""...well NONE of the rolls had sauces on them"
232,485,Jeddah,39.312791310757746,21.104260571851487,Wakame,39.12781682665467,21.577142949028246,"Japanese, Seafood, Sushi, Asian","Vegetarian Friendly, Vegan Options",4.5,"I'd say that would be the hardest decision... Honestly, all of M's dishes taste how they are supposed to taste (amazing)"
233,181,Eastern Province,49.190253133552304,26.958859469893145,Queen Of India,50.17982930366816,26.328297884880513,Indian,"Vegetarian Friendly, Vegan Options, Gluten Free Options",2.8,If she had not rolled the eyes we may have stayed... Not sure if we will go back and try it again
234,218,Eastern Province,49.180581709466345,20.86453432637119,Steak House,49.569183240425424,27.129411976298083,"American, Steakhouse, Grill","Vegetarian Friendly, Gluten Free Options",4.7,"Everyone is very attentive, providing excellent customer service"
235,331,Riyadh,46.6790611476766,24.556071220612502,Maestro Pizza,46.6187232397638,24.746505346219237,"Italian, Pizza, Fast Food","Vegetarian Friendly, Vegan Options",2.6,Horrible - don't waste your time and money
236,378,Jeddah,39.30145418215704,21.010300830018917,sayadiyah express,39.17745731867187,21.52752640532202,Seafood,Non,4.8,Now this dish was quite flavourful
237,155,Riyadh,46.97357502369603,24.620107695982046,Tokyo,46.68666408923927,24.71826120724121,"Japanese, Sushi, Asian","Vegetarian Friendly, Vegan Options, Gluten Free Options",4.1,I like it
238,191,Eastern Province,48.392258059228226,21.4277353270634,Queen Of India,50.17982930366816,26.328297884880513,Indian,"Vegetarian Friendly, Vegan Options, Gluten Free Options",2.9,By this time our side of the restaurant was almost empty so there was no excuse
239,111,Jeddah,39.277081351827775,21.566795445632167,Chicken Republic,39.14277525572525,21.571019309804818,"European, Armenian, Arabic, Fast Food",Non,1.8,"(It wasn't busy either) Also, the building was FREEZING cold"
240,25,Eastern Province,52.584515465563356,20.36397232969456,Pattis France,50.12045517873375,26.33514140215385,"French, Cafe, European","Vegetarian Friendly, Vegan Options",4.5,"like the other reviewer said ""you couldn't pay me to eat at this place again"
241,160,Eastern Province,48.476767538728886,21.981333933225933,Hamra Chicken,50.204262650007955,26.29065675792795,"Lebanese, Fast Food, Mediterranean, Middle Eastern, Arabic",Non,4.9,Drinks took close to 30 minutes to come out at one point
242,207,Eastern Province,50.74077296894486,23.438813221690644,Queen Of India,50.17982930366816,26.328297884880513,Indian,"Vegetarian Friendly, Vegan Options, Gluten Free Options",1.7,"Seriously flavorful delights, folks"
243,371,Jeddah,39.14102770709022,21.646564541122025,Chicken Republic,39.14277525572525,21.571019309804818,"European, Armenian, Arabic, Fast Food",Non,5.0,Much better than the other AYCE sushi place I went to in Vegas
244,460,Jeddah,39.259379508728834,21.491094304888524,Sura Korean Fine Dining,39.153422420142775,21.55896141574237,"Asian, Korean","Vegetarian Friendly, Vegan Options",1.5,The lighting is just dark enough to set the mood
245,17,Riyadh,46.86593692416244,24.65398301995862,Maestro Pizza,46.6187232397638,24.746505346219237,"Italian, Pizza, Fast Food","Vegetarian Friendly, Vegan Options",3.8,Based on the sub-par service I received and no effort to show their gratitude for my business I won't be going back
246,493,Eastern Province,50.64125025294421,25.29781878497174,Abu Nawas,50.08247644166936,26.439792133584874,"Lebanese, Mediterranean, Middle Eastern",Vegetarian Friendly,4.7,Owner's are really great people.!
247,101,Eastern Province,49.42275218252778,22.927137763026884,Tandoori House,50.12976373287017,26.30379011242535,Indian,Non,4.5,There is nothing privileged about working/eating there
248,409,Jeddah,39.10831591771649,21.054185643774378,Byblos Restaurant,39.12999500974883,21.572715888585268,"Lebanese, Mediterranean, Middle Eastern","Vegetarian Friendly, Vegan Options, Gluten Free Options",3.8,The Greek dressing was very creamy and flavorful
249,495,Jeddah,39.217791336281074,21.133571956193062,Myazu,39.15292379191963,21.550449421240426,"Japanese, Sushi, Asian","Vegetarian Friendly, Vegan Options, Gluten Free Options",2.9,"Overall, I don't think that I would take my parents to this place again because they made most of the similar complaints that I silently felt too"
250,339,Eastern Province,48.24927869026536,27.72457740907752,Tandoori House,50.12976373287017,26.30379011242535,Indian,Non,4.3,Now the pizza itself was good the peanut sauce was very tasty
251,59,Jeddah,39.17444510297777,21.61993654964299,Chicken Republic,39.14277525572525,21.571019309804818,"European, Armenian, Arabic, Fast Food",Non,4.5,We had 7 at our table and the service was pretty fast
252,448,Jeddah,39.33180403957078,21.591286189436513,Wakame,39.12781682665467,21.577142949028246,"Japanese, Seafood, Sushi, Asian","Vegetarian Friendly, Vegan Options",4.1,Fantastic service here
253,148,Riyadh,46.650932591009955,24.79893469159702,Tokyo,46.68666408923927,24.71826120724121,"Japanese, Sushi, Asian","Vegetarian Friendly, Vegan Options, Gluten Free Options",4.5,I as well would've given godfathers zero stars if possible
254,171,Riyadh,46.8264562254419,24.504979610414466,Burj Al Hamam,46.681993386802766,24.667666188182427,"Lebanese, Mediterranean, Middle Eastern","Vegetarian Friendly, Vegan Options, Gluten Free Options",4.2,They know how to make them here
255,362,Jeddah,39.33950768828113,21.454949604459724,Byblos Restaurant,39.12999500974883,21.572715888585268,"Lebanese, Mediterranean, Middle Eastern","Vegetarian Friendly, Vegan Options, Gluten Free Options",2.7,very tough and very short on flavor!
256,12,Riyadh,46.875387175731134,24.957354008818392,Sultan Steakhouse Riyadh,46.61407829565047,24.750130635087018,"Steakhouse, Barbecue, Turkish",Gluten Free Options,3.6,I hope this place sticks around
257,140,Riyadh,46.85567151526807,24.97565575989624,Al Orjouan,46.63020102633448,24.665121345075363,"Mediterranean, Middle Eastern, International","Vegetarian Friendly, Vegan Options, Gluten Free Options",4.4,"I have been in more than a few bars in Vegas, and do not ever recall being charged for tap water"
258,79,Riyadh,46.92350425449549,24.594723557397543,Lotus,46.72754599759453,24.78465287072049,"Chinese, Japanese, Asian, Thai, Sushi","Vegetarian Friendly, Vegan Options",3.6,The restaurant atmosphere was exquisite
259,457,Jeddah,39.15045058521704,21.22959688297391,Aromi,39.10926895759512,21.603595561556073,"Italian, Mediterranean, European","Vegetarian Friendly, Vegan Options, Gluten Free Options",5.0,"Good service, very clean, and inexpensive, to boot"
260,482,Riyadh,46.65628080871378,24.71297163791804,Maestro Pizza,46.6187232397638,24.746505346219237,"Italian, Pizza, Fast Food","Vegetarian Friendly, Vegan Options",4.0,The seafood was fresh and generous in portion
261,361,Eastern Province,52.96338656141421,22.569105085453977,Al-Sanbok Restaurant,50.2207337852633,26.27183349049264,"Seafood, International, Mediterranean","Vegetarian Friendly, Vegan Options, Gluten Free Options",3.5,"Plus, it's only 8 bucks"
262,396,Eastern Province,48.3423798658206,23.29596590216965,Pattis France,50.12045517873375,26.33514140215385,"French, Cafe, European","Vegetarian Friendly, Vegan Options",4.9,"The service was not up to par, either."
263,411,Jeddah,39.12328413570723,21.262079509575525,Khayal Restaurant,39.14106005571364,21.60958323990262,"Barbecue, Middle Eastern","Vegetarian Friendly, Vegan Options",4.7,"Thus far, have only visited twice and the food was absolutely delicious each time"
264,136,Eastern Province,51.35804486791175,27.888449599164062,Abu Nawas,50.08247644166936,26.439792133584874,"Lebanese, Mediterranean, Middle Eastern",Vegetarian Friendly,4.8,Just as good as when I had it more than a year ago
265,242,Riyadh,46.8540905706993,24.618211587305975,Cafe Bateel,46.6293846412173,24.756378717673098,"Cafe, Healthy, Middle Eastern","Vegetarian Friendly, Vegan Options, Gluten Free Options",2.4,"For a self proclaimed coffee cafe, I was wildly disappointed"
266,500,Eastern Province,55.49295103436,25.8696974488607,Tandoori House,50.12976373287017,26.30379011242535,Indian,Non,4.3,The Veggitarian platter is out of this world!
267,214,Eastern Province,49.972117240874304,22.52448238127507,il Vero,50.17796256747414,26.367068088525293,"Italian, Romana, Lazio, Central-Italian, Pizza","Vegetarian Friendly, Vegan Options, Gluten Free Options",1.3,You cant go wrong with any of the food here
268,80,Riyadh,46.50971873490628,24.642810425456382,Cafe Bateel,46.6293846412173,24.756378717673098,"Cafe, Healthy, Middle Eastern","Vegetarian Friendly, Vegan Options, Gluten Free Options",4.6,You can't beat that
269,117,Eastern Province,54.994616009242904,28.969608674900716,Queen Of India,50.17982930366816,26.328297884880513,Indian,"Vegetarian Friendly, Vegan Options, Gluten Free Options",3.7,"Stopped by this place while in Madison for the Ironman, very friendly, kind staff"
270,84,Riyadh,46.65168787503062,24.868644144449153,Lotus,46.72754599759453,24.78465287072049,"Chinese, Japanese, Asian, Thai, Sushi","Vegetarian Friendly, Vegan Options",3.8,The chefs were friendly and did a good job
271,58,Jeddah,39.130927666085505,21.83560373263302,Ginger Leaf,39.10931546434358,21.6045682395325,"Indian, Asian","Vegetarian Friendly, Vegan Options, Gluten Free Options",5.0,"I've had better, not only from dedicated boba tea spots, but even from Jenni Pho"
272,449,Riyadh,46.580351044406186,24.52671415840305,Lotus,46.72754599759453,24.78465287072049,"Chinese, Japanese, Asian, Thai, Sushi","Vegetarian Friendly, Vegan Options",3.8,I liked the patio and the service was outstanding
273,132,Riyadh,46.66943471306399,24.64844996867814,Lusin,46.68345090704749,24.697820747470395,"Mediterranean, Middle Eastern, Armenian","Vegetarian Friendly, Vegan Options, Gluten Free Options",4.2,The goat taco didn't skimp on the meat and wow what FLAVOR!
274,103,Eastern Province,50.037169374089146,23.962753125487875,Tandoori House,50.12976373287017,26.30379011242535,Indian,Non,4.5,I think not again
275,466,Eastern Province,50.70756889136619,22.946365613355315,The Blue Restaurant,50.22054889692208,26.291765783996706,"Seafood, International","Vegetarian Friendly, Vegan Options, Gluten Free Options",4.1,I like it
276,122,Eastern Province,51.971429873040734,28.754853237303728,Abu Nawas,50.08247644166936,26.439792133584874,"Lebanese, Mediterranean, Middle Eastern",Vegetarian Friendly,4.7,I had the mac salad and it was pretty bland so I will not be getting that again
277,334,Riyadh,46.632700021735616,24.91222478770782,Al Bustan Restaurant,46.69093303284533,24.666488712701387,International,Vegetarian Friendly,1.8,I went to Bachi Burger on a friend's recommendation and was not disappointed
278,351,Jeddah,39.36721814533293,21.452767409378186,Ginger Leaf,39.10931546434358,21.6045682395325,"Indian, Asian","Vegetarian Friendly, Vegan Options, Gluten Free Options",4.2,Service stinks here!
279,153,Jeddah,39.328390112670654,21.372867688431448,Wakame,39.12781682665467,21.577142949028246,"Japanese, Seafood, Sushi, Asian","Vegetarian Friendly, Vegan Options",3.7,I waited and waited
280,70,Riyadh,46.858260702155185,24.651547750833604,Tokyo,46.68666408923927,24.71826120724121,"Japanese, Sushi, Asian","Vegetarian Friendly, Vegan Options, Gluten Free Options",4.6,"This place is not quality sushi, it is not a quality restaurant"
281,38,Riyadh,46.557166837266855,24.72378366716789,Maestro Pizza,46.6187232397638,24.746505346219237,"Italian, Pizza, Fast Food","Vegetarian Friendly, Vegan Options",4.4,I would definitely recommend the wings as well as the pizza
282,32,Riyadh,46.578783787617255,24.798063050928622,Lotus,46.72754599759453,24.78465287072049,"Chinese, Japanese, Asian, Thai, Sushi","Vegetarian Friendly, Vegan Options",3.6,Great Pizza and Salads!
283,83,Jeddah,39.20712095907063,21.879709839254666,Aromi,39.10926895759512,21.603595561556073,"Italian, Mediterranean, European","Vegetarian Friendly, Vegan Options, Gluten Free Options",2.2,Things that went wrong: - They burned the saganaki.
284,233,Eastern Province,53.082409691629934,19.83035058448576,il Vero,50.17796256747414,26.367068088525293,"Italian, Romana, Lazio, Central-Italian, Pizza","Vegetarian Friendly, Vegan Options, Gluten Free Options",4.7,We waited an hour for what was a breakfast I could have done 100 times better at home.
285,368,Eastern Province,49.02827671807867,25.43106564609276,il Vero,50.17796256747414,26.367068088525293,"Italian, Romana, Lazio, Central-Italian, Pizza","Vegetarian Friendly, Vegan Options, Gluten Free Options",4.6,This place is amazing!
286,208,Jeddah,39.117188433154915,21.178032514960734,Myazu,39.15292379191963,21.550449421240426,"Japanese, Sushi, Asian","Vegetarian Friendly, Vegan Options, Gluten Free Options",2.9,"I hate to disagree with my fellow Yelpers, but my husband and I were so disappointed with this place."
287,65,Eastern Province,51.61291286776464,24.02266500746356,il Vero,50.17796256747414,26.367068088525293,"Italian, Romana, Lazio, Central-Italian, Pizza","Vegetarian Friendly, Vegan Options, Gluten Free Options",4.3,Waited 2 hours & never got either of our pizzas as many other around us who came in later did!
288,358,Jeddah,39.31689780229408,21.309431693733718,Sura Korean Fine Dining,39.153422420142775,21.55896141574237,"Asian, Korean","Vegetarian Friendly, Vegan Options",1.7,Just don't know why they were so slow.
289,378,Riyadh,46.96340148385783,24.697763637492383,Lotus,46.72754599759453,24.78465287072049,"Chinese, Japanese, Asian, Thai, Sushi","Vegetarian Friendly, Vegan Options",4.1,"The staff is great, the food is delish, and they have an incredible beer selection."
290,400,Riyadh,46.69555840808878,24.597330531427588,Al Bustan Restaurant,46.69093303284533,24.666488712701387,International,Vegetarian Friendly,1.2,"I live in the neighborhood so I am disappointed I won't be back here, because it is a convenient location"
291,11,Eastern Province,51.22938419973343,24.62129507901277,Hamra Chicken,50.204262650007955,26.29065675792795,"Lebanese, Fast Food, Mediterranean, Middle Eastern, Arabic",Non,3.9,Great food
292,489,Riyadh,46.63162325103979,24.82917072027288,Lusin,46.68345090704749,24.697820747470395,"Mediterranean, Middle Eastern, Armenian","Vegetarian Friendly, Vegan Options, Gluten Free Options",4.6,I didn't know pulled pork could be soooo delicious
293,272,Jeddah,39.301351917691676,21.06482933894409,sayadiyah express,39.17745731867187,21.52752640532202,Seafood,Non,3.6,"You get incredibly fresh fish, prepared with care"
294,218,Jeddah,39.28790522971994,21.318418748098306,Byblos Restaurant,39.12999500974883,21.572715888585268,"Lebanese, Mediterranean, Middle Eastern","Vegetarian Friendly, Vegan Options, Gluten Free Options",4.9,Before I go in to why I gave a 1 star rating please know that this was my third time eating at Bachi burger before writing a review
295,342,Jeddah,39.15224361060117,21.39525218244427,Myazu,39.15292379191963,21.550449421240426,"Japanese, Sushi, Asian","Vegetarian Friendly, Vegan Options, Gluten Free Options",4.4,I love the fact that everything on their menu is worth it
296,108,Riyadh,46.527757825581034,24.806843837761605,Al Bustan Restaurant,46.69093303284533,24.666488712701387,International,Vegetarian Friendly,4.2,Never again will I be dining at this place
297,297,Eastern Province,54.40971250672187,22.399476130024656,Manoosha Alreef,50.118294522924984,26.445349771191502,"Lebanese, Fast Food, Mediterranean, Middle Eastern","Vegetarian Friendly, Vegan Options",4.0,The food was excellent and service was very good
298,303,Eastern Province,49.86626059341303,19.246073937714446,Hamra Chicken,50.204262650007955,26.29065675792795,"Lebanese, Fast Food, Mediterranean, Middle Eastern, Arabic",Non,3.8,Good beer & drink selection and good food selection
299,340,Jeddah,39.350488498591055,21.69153994658838,Al Baik,39.15947334456595,21.595630718372867,"Fast Food,",Non,4.2,Please stay away from the shrimp stir fried noodles
300,327,Jeddah,39.166208289268376,21.846775169724523,Aromi,39.10926895759512,21.603595561556073,"Italian, Mediterranean, European","Vegetarian Friendly, Vegan Options, Gluten Free Options",3.9,This place is amazing!
301,433,Riyadh,46.79768616002794,24.582542790275525,Al Orjouan,46.63020102633448,24.665121345075363,"Mediterranean, Middle Eastern, International","Vegetarian Friendly, Vegan Options, Gluten Free Options",4.4,The potato chip order was sad... I could probably count how many chips were in that box and it was probably around 12.
302,496,Riyadh,46.75202737817077,24.764600521825216,Sultan Steakhouse Riyadh,46.61407829565047,24.750130635087018,"Steakhouse, Barbecue, Turkish",Gluten Free Options,1.7,Food was really boring
303,174,Eastern Province,50.91101726726458,29.059250062833712,Taya Restaurant,50.20702596747264,26.2918470910966,"Chinese, Indian, Seafood, Grill, Arabic, Barbecue",Non,4.5,Good Service-check!
304,487,Jeddah,39.146174756815455,21.349103273059256,sayadiyah express,39.17745731867187,21.52752640532202,Seafood,Non,4.9,I like it
305,271,Jeddah,39.26437223989464,21.567318982917964,Khayal Restaurant,39.14106005571364,21.60958323990262,"Barbecue, Middle Eastern","Vegetarian Friendly, Vegan Options",4.2,This greedy corporation will NEVER see another dime from me!
306,131,Jeddah,39.29235452295568,21.621293758705775,Sura Korean Fine Dining,39.153422420142775,21.55896141574237,"Asian, Korean","Vegetarian Friendly, Vegan Options",4.7,"Will never, ever go back."
307,366,Jeddah,39.22652246905311,21.40498617089861,Al Baik,39.15947334456595,21.595630718372867,"Fast Food,",Non,2.1,"As much as I'd like to go back, I can't get passed the atrocious service and will never return."
308,169,Jeddah,39.152097871113625,21.146427752580344,Chicken Republic,39.14277525572525,21.571019309804818,"European, Armenian, Arabic, Fast Food",Non,3.9,"In the summer, you can dine in a charming outdoor patio - so very delightful."
309,334,Riyadh,46.55036265428596,24.824400835651623,Zafran Indian Bistro,46.62489930668807,24.752996409227517,"Indian, Healthy, Soups, Grill","Vegetarian Friendly, Vegan Options, Gluten Free Options",4.3,I did not expect this to be so good!
310,476,Riyadh,46.61629583190186,24.754961015461433,Shawarma House,46.65678745131582,24.756352994549182,"Fast Food, Middle Eastern",Vegetarian Friendly,3.6,Fantastic food!
311,180,Eastern Province,50.201218846950354,25.396552588492206,The Blue Restaurant,50.22054889692208,26.291765783996706,"Seafood, International","Vegetarian Friendly, Vegan Options, Gluten Free Options",4.9,She ordered a toasted English muffin that came out untoasted.
312,449,Riyadh,46.52481915331186,24.977808311540333,Lotus,46.72754599759453,24.78465287072049,"Chinese, Japanese, Asian, Thai, Sushi","Vegetarian Friendly, Vegan Options",4.0,The food was very good.
313,199,Riyadh,46.95198042133373,24.89917814131102,La Brasserie,46.68410514351399,24.690431294537472,"French, International","Vegetarian Friendly, Vegan Options",4.1,Never going back.
314,263,Eastern Province,54.37186887101153,20.947575162253337,Abu Nawas,50.08247644166936,26.439792133584874,"Lebanese, Mediterranean, Middle Eastern",Vegetarian Friendly,4.4,"Great food for the price, which is very high quality and house made."
315,494,Eastern Province,52.658272595870216,25.23391126086336,Al-Sanbok Restaurant,50.2207337852633,26.27183349049264,"Seafood, International, Mediterranean","Vegetarian Friendly, Vegan Options, Gluten Free Options",4.7,Never going back.
316,494,Jeddah,39.21801107187397,21.28717628253702,Khayal Restaurant,39.14106005571364,21.60958323990262,"Barbecue, Middle Eastern","Vegetarian Friendly, Vegan Options",1.2,The bus boy on the other hand was so rude
317,468,Jeddah,39.326232425205696,21.383176206449175,Byblos Restaurant,39.12999500974883,21.572715888585268,"Lebanese, Mediterranean, Middle Eastern","Vegetarian Friendly, Vegan Options, Gluten Free Options",3.8,"By this point, my friends and I had basically figured out this place was a joke and didn't mind making it publicly and loudly known"
318,172,Riyadh,46.82944016032964,24.5581072702616,Tokyo,46.68666408923927,24.71826120724121,"Japanese, Sushi, Asian","Vegetarian Friendly, Vegan Options, Gluten Free Options",4.8,"Back to good BBQ, lighter fare, reasonable pricing and tell the public they are back to the old ways"
319,459,Eastern Province,49.91576207881168,27.16746739319323,il Vero,50.17796256747414,26.367068088525293,"Italian, Romana, Lazio, Central-Italian, Pizza","Vegetarian Friendly, Vegan Options, Gluten Free Options",4.6,"And considering the two of us left there very full and happy for about $20, you just can't go wrong"
320,453,Jeddah,39.245660262472015,21.425705205285677,Chicken Republic,39.14277525572525,21.571019309804818,"European, Armenian, Arabic, Fast Food",Non,4.2,All the bread is made in-house
321,303,Jeddah,39.36890021091784,21.854459007287037,Byblos Restaurant,39.12999500974883,21.572715888585268,"Lebanese, Mediterranean, Middle Eastern","Vegetarian Friendly, Vegan Options, Gluten Free Options",4.5,The only downside is the service
322,376,Eastern Province,51.144554062154135,25.515236031840974,Manoosha Alreef,50.118294522924984,26.445349771191502,"Lebanese, Fast Food, Mediterranean, Middle Eastern","Vegetarian Friendly, Vegan Options",1.4,"Also, the fries are without a doubt the worst fries I've ever had."
323,470,Jeddah,39.13172787581005,21.128541886821242,Al-Saaj Al-Reefi,39.13725262953653,21.621796790157557,"Fast Food, Middle Eastern, Lebanese, Mediterranean",Non,3.6,Service was exceptional and food was a good as all the reviews
324,70,Eastern Province,51.7031541058856,19.77396467573433,il Vero,50.17796256747414,26.367068088525293,"Italian, Romana, Lazio, Central-Italian, Pizza","Vegetarian Friendly, Vegan Options, Gluten Free Options",4.5,"A couple of months later, I returned and had an amazing meal"
325,21,Jeddah,39.34750555783226,21.21315841801751,Aromi,39.10926895759512,21.603595561556073,"Italian, Mediterranean, European","Vegetarian Friendly, Vegan Options, Gluten Free Options",4.1,Favorite place in town for shawarrrrrrma!!!!!!
326,132,Jeddah,39.26639853892901,21.628765004192207,Al-Saaj Al-Reefi,39.13725262953653,21.621796790157557,"Fast Food, Middle Eastern, Lebanese, Mediterranean",Non,4.9,The black eyed peas and sweet potatoes... UNREAL!
327,345,Eastern Province,52.978378452790366,27.272788580401375,Steak House,49.569183240425424,27.129411976298083,"American, Steakhouse, Grill","Vegetarian Friendly, Gluten Free Options",2.9,You won't be disappointed.
328,152,Riyadh,46.94170260726517,24.98453270803708,Maestro Pizza,46.6187232397638,24.746505346219237,"Italian, Pizza, Fast Food","Vegetarian Friendly, Vegan Options",4.9,"They could serve it with just the vinaigrette and it may make for a better overall dish, but it was still very good"
329,17,Eastern Province,47.780886200018976,24.20692949897877,il Vero,50.17796256747414,26.367068088525293,"Italian, Romana, Lazio, Central-Italian, Pizza","Vegetarian Friendly, Vegan Options, Gluten Free Options",4.6,"I go to far too many places and I've never seen any restaurant that serves a 1 egg breakfast, especially for $4.00."
330,491,Jeddah,39.24711169960307,21.012802144965498,Myazu,39.15292379191963,21.550449421240426,"Japanese, Sushi, Asian","Vegetarian Friendly, Vegan Options, Gluten Free Options",1.7,When my mom and I got home she immediately got sick and she only had a few bites of salad
331,344,Jeddah,39.346776986870594,21.479246313388657,Sura Korean Fine Dining,39.153422420142775,21.55896141574237,"Asian, Korean","Vegetarian Friendly, Vegan Options",4.6,The servers are not pleasant to deal with and they don't always honor Pizza Hut coupons
332,476,Eastern Province,54.21261031829386,20.570637662786716,Al-Sanbok Restaurant,50.2207337852633,26.27183349049264,"Seafood, International, Mediterranean","Vegetarian Friendly, Vegan Options, Gluten Free Options",3.6,"Both of them were truly unbelievably good, and I am so glad we went back"
333,50,Jeddah,39.225808380667885,21.183412219861857,Chicken Republic,39.14277525572525,21.571019309804818,"European, Armenian, Arabic, Fast Food",Non,4.2,"We had fantastic service, and were pleased by the atmosphere"
334,162,Jeddah,39.12287337102432,21.423263380178078,Byblos Restaurant,39.12999500974883,21.572715888585268,"Lebanese, Mediterranean, Middle Eastern","Vegetarian Friendly, Vegan Options, Gluten Free Options",4.6,Everything was gross
335,9,Eastern Province,52.47781036990104,21.30516185250022,il Vero,50.17796256747414,26.367068088525293,"Italian, Romana, Lazio, Central-Italian, Pizza","Vegetarian Friendly, Vegan Options, Gluten Free Options",4.9,I love this place
336,20,Riyadh,46.86959527217482,24.69371955690465,Lusin,46.68345090704749,24.697820747470395,"Mediterranean, Middle Eastern, Armenian","Vegetarian Friendly, Vegan Options, Gluten Free Options",4.1,Great service and food
337,294,Riyadh,46.89406750589019,24.890712221250393,Lusin,46.68345090704749,24.697820747470395,"Mediterranean, Middle Eastern, Armenian","Vegetarian Friendly, Vegan Options, Gluten Free Options",1.8,First - the bathrooms at this location were dirty- Seat covers were not replenished & just plain yucky!!!
338,481,Riyadh,46.914299942216395,24.993710282313025,Zafran Indian Bistro,46.62489930668807,24.752996409227517,"Indian, Healthy, Soups, Grill","Vegetarian Friendly, Vegan Options, Gluten Free Options",1.2,"The burger... I got the ""Gold Standard"" a $17 burger and was kind of disappointed"
